Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,log_ApplicantIncome,log_TotalIncome,Loan_Status
0.0,0.04158554891663088,0.04629562963496292,0.09406657018813314,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.060630303030303034,0.09256650961270349,0.04218040233614536,0.03668993112555894,0.21196979928110737,0.2969057268799431,0
0.0,0.04679951056037429,0.0,0.130246020260492,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016872727272727275,0.04094604159665968,0.05840363400389358,0.09888627896019524,0.23072047964881115,0.11624617454429531,1
0.6666666666666666,0.6517452054679258,0.02433580531355749,0.20405209840810418,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3902303030303031,0.1469991730238965,0.09149902660609995,0.013618143515167682,0.8725025744786161,0.7374292521458159,0
1.0,0.08703952098829718,0.0,0.150506512301013,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.040072727272727274,0.0019304053136193662,0.06748864373783257,0.0767644823175541,0.3468113121149283,0.22543130486639207,0
0.6666666666666666,0.011521173309562045,0.026063791489668083,0.011577424023154847,0.1891891891891892,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.022860606060606067,0.002538125504943981,0.027255029201816997,0.04259891675324897,0.07434683445663426,0.14851563754995878,0
0.0,0.11727208890645452,0.03559171526627787,0.1664254703328509,0.5945945945945945,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09345454545454547,0.13128901027404608,0.09072031148604802,0.05774900825456616,0.41236730883197437,0.3840369151436067,0
0.0,0.090024934510118,0.04953560371517028,0.1374819102749638,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09183030303030303,0.1293729042590461,0.06164828033744323,0.03921469154087371,0.35392929243970483,0.3802797080264835,1
0.0,0.23021322580238024,0.0,0.13892908827785816,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12261818181818183,0.165693122752329,0.06229720960415316,0.030786867619132924,0.5796771512465351,0.444445041378013,1
0.0,0.34231340114286346,0.0,0.34008683068017365,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1872484848484849,0.2419369829909843,0.15249837767683325,0.05442602712186743,0.6875399171835839,0.5458915544709031,1
0.0,0.1377074547037069,0.04833561331509348,0.26772793053545585,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11810909090909093,0.1603737836659112,0.12005191434133679,0.06369816964752824,0.4500069047666866,0.43587569256432346,0
0.6666666666666666,0.08123688625574405,0.0,0.10419681620839363,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.03672727272727273,0.007990924711809549,0.046722907203114866,0.056170820665480965,0.3324967200771014,0.21196822114172376,0
0.0,0.307287352358684,0.08999928000575995,0.2575976845151953,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2579636363636364,0.32535909113657974,0.1155094094743673,0.029256534554301505,0.6576390589674186,0.6274441251327776,0
0.6666666666666666,0.4369636242079152,0.027023783809729522,0.3125904486251809,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.26911515151515153,0.09937297575553919,0.1401687216093446,0.03481722415776156,0.7564576177373246,0.6384722980768074,0
0.0,0.14472948369165164,0.0,0.1606367583212735,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07333333333333335,0.10755217456583756,0.07203114860480207,0.054976107928610685,0.4619644359527433,0.3337345064727546,0
0.3333333333333333,0.19443031161830251,0.0,0.05065123010130246,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.10198787878787881,0.06057897860109962,0.0227125243348475,0.011893971094868856,0.5356394782119893,0.4030269641085429,0
0.3333333333333333,0.20729702341657252,0.13499892000863994,0.4428364688856729,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.24576969696969703,0.14538811871277715,0.19857235561323816,0.05574043216435529,0.5521948113920434,0.6148938658345182,0
0.0,0.08304495359994538,0.03998368013055895,0.13169319826338638,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.07815757575757576,0.11324329541635982,0.0428293316028553,0.030605905276397758,0.33702748906964963,0.34659914105320144,1
0.0,0.04351976049414859,0.053015575875392996,0.18089725036179446,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06853333333333333,0.10188965231255406,0.08111615833874107,0.06519723178699514,0.21905706612853626,0.32035266013160557,0
0.6666666666666666,0.05365334723723053,0.02365901043511652,0.09985528219971056,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04472242394666667,0.011134863718627933,0.0953926022063595,0.10150088340032301,0.2537784612965521,0.2431783187720793,0
0.0,0.19102441731876044,0.051407588739290085,0.24023154848046308,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15195151515151517,0.2002974254112836,0.10772225827384814,0.04556705459237559,0.5311069619705093,0.4948337641467062,1
0.0,0.062020914713883254,0.0,0.06657018813314038,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.02564848484848485,0.051298733797107254,0.029850746268656716,0.043991012090609176,0.2798096376247825,0.1624152474775329,0
0.6666666666666666,0.2197012063593492,0.1356949144406845,0.25904486251808967,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2536242424242425,0.09328147454367364,0.2381570408825438,0.06564203534360494,0.5673685412377782,0.6230388377028322,0
